IdIngredient;IngredientNameEN;IngredientNameFR;IngredientSynonymEN;IngredientSynonymFR;CategoryEN;CategoryFR;ContituentIngredientsEN;ContituentIngredientsFR;IngredientPrice
708;Epazote;Epazote;epazote;épazote;Herb;Herbe;Epazote;Epazote;0.577086569
709;Oyster mushroom;Pleurote en huître;mushroom-oyster;champignon-huître;Fungus;Champignon;Oyster mushroom;Pleurote en huître;1.944216566
710;Cloud ear fungus;Champignon de l'oreille des nuages;ear-cloud;oreille-nuage;Fungus;Champignon;Cloud ear fungus;Champignon de l'oreille des nuages;1.103700658
711;Maitake;Maitake;maitake;maitake;Fungus;Champignon;Maitake;Maitake;1.118377025
712;Ostrich fern;Fougère d'autruche;ostrich-fern;fougère-autruche;Plant;Plante;Ostrich fern;Fougère d'autruche;1.860527278
713;Spot croaker;Croque-mouche;#croaker-spot#;#croaker-spot#;Fish;Poisson;Spot croaker;Croque-mouche;14.67396222
714;Sourdock;Sourdock;sourdock;sourdock;Herb;Herbe;Sourdock;Sourdock;0.928257131
715;Tinda;Tinda;tinda;tinda;Vegetable;Légume;Tinda;Tinda;1.172640375
716;Atlantic menhaden;Menhaden de l'Atlantique;menhaden;menhaden;Fish;Poisson;Atlantic menhaden;Menhaden de l'Atlantique;16.58366236
717;Agave;Agave;agave;agave;Plant;Plante;Agave;Agave;0.674736073
718;Narrowleaf cattail;Quenouille à feuilles étroites;cattail;quenouille;Herb;Herbe;Narrowleaf cattail;Quenouille à feuilles étroites;0.829783709
719;Jellyfish;Méduse;jellyfish;méduse;Seafood;Fruits de mer;Jellyfish;Méduse;4.918820209
720;Anchovy;Anchois;#anchovy#;#anchovy#;Fish;Poisson;Anchovy;Anchois;12.60321612
721;Blue whiting;Merlan bleu;#whiting-blue#;#blanc-bleu#;Fish;Poisson;Blue whiting;Merlan bleu;13.09450869
722;Carp bream;Carpe d'eau douce;bream;brème;Fish;Poisson;Carp bream;Carpe d'eau douce;8.542995597
723;Chanterelle;Chanterelle;chanterelle;chanterelle;Fungus;Champignon;Chanterelle;Chanterelle;1.689490412
724;Sturgeon;Esturgeon;#sturgeon#;#Esturgeon#;Fish;Poisson;Sturgeon;Esturgeon;9.711375407
725;Charr;Omble;charr;omble;Fish;Poisson;Charr;Omble;15.38396143
726;Common dab;Limande commune;dab;limande;Fish;Poisson;Common dab;Limande commune;8.159507386
727;Spiny dogfish;Aiguillat commun;dogfish;roussette;Fish;Poisson;Spiny dogfish;Aiguillat commun;14.18691639
728;Anatidae;Anatidae;anatidae;anatidae;Meat;Viande;Anatidae;Anatidae;14.61143018
729;Anguilliformes;Anguilliformes;anguilliformes;anguilliformes;Fish;Poisson;Anguilliformes;Anguilliformes;9.000893213
730;True frog;Grenouille véritable;frog;grenouille;Meat;Viande;True frog;Grenouille véritable;11.50826113
731;Garfish;Garfish;garfish;orphie;Fish;Poisson;Garfish;Garfish;14.18258214
732;Gadiformes;Gadiformes;gadiformes;gadiformes;Fish;Poisson;Gadiformes;Gadiformes;14.54750684
733;Mountain hare;Lièvre variable;hare;lièvre;Meat;Viande;Mountain hare;Lièvre variable;8.727181166
734;Lake trout;Truite grise;#trout-lake#;#trout-lake#;Fish;Poisson;Lake trout;Truite grise;12.85188965
735;Lemon sole;Limande sole;lemon-sole;semelle de citron;Fish;Poisson;Lemon sole;Limande sole;9.344519861
736;Lumpsucker;Lumpsucker;lumpsucker;lombricomane;Fish;Poisson;Lumpsucker;Lumpsucker;12.69250769
737;Scombridae;Scombridae;scombridae;scombridae;Fish;Poisson;Scombridae;Scombridae;8.016448134
738;Norway haddock;Églefin de Norvège;#haddock-norway#;#haddock-norway#;Fish;Poisson;Norway haddock;Églefin de Norvège;13.21710006
739;Norway pout;Tacaud norvégien;#pout-norway#;#pout-norway#;Fish;Poisson;Norway pout;Tacaud norvégien;9.985570157
740;Oil palm;Palmier à huile;palm-oil;huile de palme;Plant;Plante;Oil palm;Palmier à huile;1.181599692
741;Sago palm;Palme de sagou;palm-sago;palmier-sago;Plant;Plante;Sago palm;Palme de sagou;1.415417588
742;Persimmon;Persimmon;#persimmon#;#persimmon#;Fruit;Fruit;Persimmon;Persimmon;0.6943299
743;Pikeperch;Sandre;#perch-pike#;#perch-pike#;Fish;Poisson;Pikeperch;Sandre;12.88983505
744;Pleuronectidae;Pleuronectidae;pleuronectidae;pleuronectidae;Fish;Poisson;Pleuronectidae;Pleuronectidae;17.60979948
745;Rock ptarmigan;Lagopède des rochers;ptarmigan;lagopède;Meat;Viande;Rock ptarmigan;Lagopède des rochers;3.001538583
746;Pacific ocean perch;Perche du Pacifique;#perch-pacific#;#perche-pacifique#;Fish;Poisson;Pacific ocean perch;Perche du Pacifique;15.59644804
747;Black salsify;Salsifis noir;salsify-black;salsifis noir;Plant;Plante;Black salsify;Salsifis noir;2.289052296
748;True seal;Phoque véritable;#seal#;#phoque#;Seafood;Fruits de mer;True seal;Phoque véritable;12.74507451
749;Red algae;Algues rouges;algae-red;algue-rouge;Seafood;Fruits de mer;Red algae;Algues rouges;10.70232392
750;Kombu;Kombu;kombu;kombu;Seafood;Fruits de mer;Kombu;Kombu;9.202191636
751;Snail;Escargot;snail;escargot;Meat;Viande;Snail;Escargot;8.15961212
752;True sole;Vraie sole;sole;sole;Fish;Poisson;True sole;Vraie sole;9.544927842
753;Catfish;Poisson-chat;#catfish#;#poisson-chat;Fish;Poisson;Catfish;Poisson-chat;6.129275279
754;Thistle;Chardon;thistle;chardon;Plant;Plante;Thistle;Chardon;1.389417007
755;Common Tuna;Thon commun;#tuna#;#thon;Fish;Poisson;Common Tuna;Thon commun;9.875761857
756;Cetacea;Cetacea;cetacea;cétacés;Fish;Poisson;Cetacea;Cetacea;17.45260591
757;Columbidae;Columbidae;columbidae;columbidae;Meat;Viande;Columbidae;Columbidae;13.9907849
758;Conch;Conque;conch;conque;Fish;Poisson;Conch;Conque;15.19119676
759;Berry wine;Vin de baies;berry-wine;baies-vin;Beverage Alcoholic;Boisson alcoolisée;Berry wine;Vin de baies;10.09925742
762;Vodka;Vodka;vodka;vodka;Beverage Alcoholic;Boisson alcoolisée;Vodka;Vodka;7.856869425
763;Ice cream;Glace;ice cream;crème glacée;Dish;Plat;Ice cream;Glace;2.777148357
764;Vermouth;Vermouth;vermouth;vermouth;Beverage Alcoholic;Boisson alcoolisée;Vermouth;Vermouth;5.532288928
765;Madeira wine;Vin de Madère;madeira;madère;Beverage Alcoholic;Boisson alcoolisée;Madeira wine;Vin de Madère;14.05637977
766;Nougat;Nougat;nougat;nougat;Dish;Plat;Nougat;Nougat;3.28680167
767;Toffee;Caramel;toffee;caramel;Dish;Plat;Toffee;Caramel;3.740669998
768;Cake;Gâteau;cake;gâteau;Dish;Plat;Cake;Gâteau;3.426442338
769;Pizza;Pizza;pizza;pizza;Dish;Plat;Pizza;Pizza;4.651372696
770;Ymer;Ymer;ymer;ymer;Dairy;Produits laitiers;Ymer;Ymer;1.494728319
772;Pastry;Pâtisserie;pastry;pâtisserie;Dish;Plat;Pastry;Pâtisserie;5.133935317
773;DragÌ©e;DragÌ©e;dragÌ©e;dragÌ©e;Dish;Plat;DragÌ©e;DragÌ©e;2.837212689
774;Chewing gum;Chewing-gum;chewing gum;chewing-gum;Dish;Plat;Chewing gum;Chewing-gum;4.023497003
775;Marzipan;Massepain;marzipan;pâte d'amande;Dish;Plat;Marzipan;Massepain;5.086136269
776;Salad dressing;Sauce salade;salad dressing;vinaigrette;Dish;Plat;Salad dressing;Sauce salade;5.138899586
778;Salt;Sel;salt;sel;Additive;Condiment;Salt;Sel;1.134016159
780;Cream;Crème;cream;crème;Dairy;Produits laitiers;Cream;Crème;1.783856081
781;Sugar;Sucre;sugar;sucre;Additive;Condiment;Sugar;Sucre;1.190339336
782;Sausage;Saucisse;sausage;saucisse;Dish;Viande;Sausage;Saucisse;5.869663255
783;Meatball;Boulette de viande;meatball;boulette de viande;Dish;Viande;Meatball;Boulette de viande;4.174147815
784;Pate;Pate;pate;pâté;Dish;Plat;Pate;Pate;4.364396785
786;Meat bouillon;Bouillon de viande;bouillon;bouillon;Dish;Plat;Meat bouillon;Bouillon de viande;3.653746252
788;Whey;Lactosérum;whey;petit-lait;Dairy;Produits laitiers;Whey;Lactosérum;2.684801557
789;Casein;Caséine;casein;caséine;Additive;Condiment;Casein;Caséine;1.274201048
791;Leavening agent;Agent levant;leavening agent;agent levant;Additive;Condiment;Leavening agent;Agent levant;0.501288878
792;Marshmallow;Guimauve;marshmallow;guimauve;Bakery;Boulangerie;Marshmallow;Guimauve;2.880785534
793;Gelatin;Gélatine;gelatin;gélatine;Additive;Condiment;Gelatin;Gélatine;0.743318472
794;Water;Eau;water, ice;eau, glace;Additive;Condiment;Water;Eau;0.622766746
796;Milk Human;Lait Humain;human milk;lait humain;Dairy;Produits laitiers;Milk Human;Lait Humain;2.784178896
799;Dumpling;Boulette;dumpling;boulette;Dish;Viande;Dumpling;Boulette;3.471279803
800;Soup;Soupe;soup;soupe;Dish;Plat;Soup;Soupe;4.924370854
803;Syrup;Sirop;syrup;sirop;Additive;Condiment;Syrup;Sirop;1.042209492
805;Remoulade;Rémoulade;remoulade;rémoulade;Dish;Condiment;Remoulade;Rémoulade;4.045888299
806;Chocolate spread;Pâte à tartiner au chocolat;chocolate spread;pâte à tartiner au chocolat;Plant;Plante;Chocolate spread;Pâte à tartiner au chocolat;2.067834525
807;Fruit gum;Gomme aux fruits;fruit gum;gomme de fruit;Dish;Plat;Fruit gum;Gomme aux fruits;2.608248676
810;Meringue;Meringue;meringue;meringue;Bakery;Boulangerie;Meringue;Meringue;1.45594853
814;Cocoa butter;Beurre de cacao;cocoa butter;beurre de cacao;Plant;Plante;Cocoa butter;Beurre de cacao;1.00842309
815;Cocoa powder;Poudre de cacao;cocoa-powder;poudre de cacao;Plant;Plante;Cocoa powder;Poudre de cacao;2.80579685
817;Chocolate;Chocolat;chocolate;chocolat;Plant;Plat;Chocolate;Chocolat;1.991112965
818;Hot chocolate;Chocolat chaud;chocolate-hot, chocolate-heated;chocolat-chaud, chocolat-chauffé;Beverage;Boisson;Hot chocolate;Chocolat chaud;1.874594816
820;Kefir;Kéfir;kefir;kéfir;Dairy;Produits laitiers;Kefir;Kéfir;4.159389713
822;Miso;Miso;miso;miso;Additive;Condiment;Miso;Miso;1.196347462
823;Tofu;Tofu;tofu;tofu;Plant;Plat;Tofu;Tofu;1.660452321
824;Zwieback;Zwieback;zwieback;zwieback;Dish;Boulangerie;Zwieback;Zwieback;5.311921043
825;Roe;Roe;roe;œufs de poisson;Fish;Poisson;Roe;Roe;7.142869936
826;Cichlidae;Cichlidae;cichlidae;cichlidés;Fish;Poisson;Cichlidae;Cichlidae;6.757181411
827;Icing;Glaçage;icing;glaçage;Additive;Condiment;Icing;Glaçage;0.790478886
828;Snack bar;Snack bar;snack bar;snack;Dish;Plat;Snack bar;Snack bar;3.362109939
829;Green turtle;Tortue verte;turtle;tortue;Meat;Viande;Green turtle;Tortue verte;13.58019685
831;Burrito;Burrito;burrito;burrito;Dish;Plat;Burrito;Burrito;2.838858045
832;Hamburger;Hamburger;hamburger;hamburger;Dish;Plat;Hamburger;Hamburger;4.397204333
834;Taco;Taco;taco;taco;Dish;Plat;Taco;Taco;2.775519716
835;Tortilla;Tortilla;tortilla;tortilla;Dish;Plat;Tortilla;Tortilla;4.725980307
836;Nachos;Nachos;nachos;nachos;Dish;Plat;Nachos;Nachos;5.643233489
837;Salad;Salade;salad;salade;Dish;Plat;Salad;Salade;3.007373859
839;Dulce de leche;Dulce de leche;dulce de leche;dulce de leche;Dairy;Produits laitiers;Dulce de leche;Dulce de leche;3.646499765
840;Topping;Garniture;topping;garniture;Additive;Condiment;Topping;Garniture;1.055850962
841;Sweet custard;Flan sucré;custard;crème anglaise;Dairy;Produits laitiers;Sweet custard;Flan sucré;1.456357402
842;Egg roll;Roulé aux oeufs;egg roll;nems;Dish;Plat;Egg roll;Roulé aux oeufs;3.070368484
843;Heart of palm;Coeur de palmier;heart of palm;cœur de palmier;Vegetable;Légume;Heart of palm;Coeur de palmier;1.298660636
845;Potato chip;Chip de pomme de terre;potato-chip;pommes de terre-frites;Bakery;Boulangerie;Potato chip;Chip de pomme de terre;2.665856493
846;Tortilla chip;Tortilla chip;tortilla-chip;tortilla-chip;Bakery;Boulangerie;Tortilla chip;Tortilla chip;2.685087725
847;Corn chip;Chip de maïs;corn-chip;puce de maïs;Bakery;Boulangerie;Corn chip;Chip de maïs;1.066590538
848;Hibiscus tea;Thé à l'hibiscus;#tea-hibiscus#;#tea-hibiscus#;Beverage;Boisson;Hibiscus tea;Thé à l'hibiscus;1.484547554
849;Stew;Ragoût;stew;ragoût;Dish;Plat;Stew;Ragoût;3.253691185
850;Gelatin dessert;Dessert à la gélatine;gelatin;gélatine;Additive;Condiment;Gelatin dessert;Dessert à la gélatine;0.501630822
851;Junket;Junket;junket;junket;Dairy;Produits laitiers;Junket;Junket;1.288884541
852;Falafel;Falafel;falafel;falafel;Dish;Plat;Falafel;Falafel;5.112637007
853;Frybread;Pain frit;#fry-bread#;#fry-bread#;Dish;Plat;Frybread;Pain frit;3.185365022
855;Lasagna;Lasagnes;lasagna;lasagnes;Dish;Plat;Lasagna;Lasagnes;3.505509645
856;Morchella;Morchella;morchella;morchella;Fungus;Champignon;Morchella;Morchella;2.460199784
857;Pancake;Pancake;pancake;crêpe;Dish;Boulangerie;Pancake;Pancake;4.040698849
858;Pectin;Pectine;pectin;pectine;Additive;Condiment;Pectin;Pectine;0.741376805
859;Pudding;Pudding;pudding;pudding;Dish;Plat;Pudding;Pudding;3.733064408
860;Waffle;Gaufre;waffle;gaufre;Dish;Boulangerie;Waffle;Gaufre;3.806954448
861;Soy milk;Lait de soja;soy-milk, soya-milk;soja-laiton, soja-laiton;Beverage;Boisson;Soy milk;Lait de soja;0.862150397
862;Meatloaf;Pain de viande;meat-loaf;viande-pain;Dish;Boulangerie;Meatloaf;Pain de viande;3.437809851
863;Cocktail;Cocktail;cocktail;cocktail;Beverage;Boisson;Cocktail;Cocktail;1.612734517
864;Couscous;Couscous;couscous;couscous;Dish;Plat;Couscous;Couscous;5.699696636
865;Bulgur;Boulgour;bulgur;boulgour;Cereal;Céréales;Bulgur;Boulgour;3.859986231
867;Coffee mocha;Café moka;mocha;moka;Beverage;Boisson;Coffee mocha;Café moka;1.242959355
868;Chimichanga;Chimichanga;chimichanga;chimichanga;Dish;Plat;Chimichanga;Chimichanga;5.978228174
869;Semolina;Semoule;semolina, sooji;semoule, sooji;Cereal;Céréales;Semolina;Semoule;3.045242914
870;Tapioca pearl;Tapioca perlé;tapioca;tapioca;Vegetable;Légume;Tapioca pearl;Tapioca perlé;0.906888345
871;Tostada;Tostada;tostada;tostada;Dish;Plat;Tostada;Tostada;3.37831072
872;Quesadilla;Quesadilla;quesadilla;quesadilla;Dish;Plat;Quesadilla;Quesadilla;3.275241482
873;Baked potato;Pomme de terre au four;potato-baked;pomme de terre au four;Dish;Plat;Baked potato;Pomme de terre au four;3.743032933
874;Hot dog;Hot dog;hot-dog;hot-dog;Dish;Plat;Hot dog;Hot dog;5.11166478
875;Spread;Tartinade;spread;tartinade;Additive;Condiment;Spread;Tartinade;0.809327348
876;Enchilada;Enchilada;enchilada;enchilada;Dish;Plat;Enchilada;Enchilada;3.55365993
880;Ketchup;Ketchup;#ketchup#;#ketchup#;Additive;Condiment;Ketchup;Ketchup;1.25289222
882;Adobo;Adobo;#adobo#;#adobo#;Dish;Viande;Adobo;Adobo;3.648414843
884;Horned melon;Melon cornu;melon-horned;corne de melon;Fruit;Fruit;Horned melon;Melon cornu;0.809786718
885;Hushpuppy;Hushpuppy;hushpuppy;hushpuppy;Dish;Plat;Hushpuppy;Hushpuppy;5.361784273
886;Fruit juice;Jus de fruits;fruit juice;jus de fruits;Beverage;Boisson;Fruit juice;Jus de fruits;0.944782243
887;Relish;Relish;relish;relish;Dish;Plat;Relish;Relish;5.976676559
889;Fruit salad;Salade de fruits;fruit salad;salade de fruits;Dish;Plat;Fruit salad;Salade de fruits;5.055242422
890;Soy yogurt;Yogourt de soja;soy yogurt, soya yogurt;yogourt de soja, yogourt de soja;Plant;Plante;Soy yogurt;Yogourt de soja;1.152291169
893;Cold cut;Coupe froide;cold cut;coupe froide;Dish;Plat;Cold cut;Coupe froide;2.601824823
894;Mixed nuts;Noix mélangées;mixed nut;noix mélangées;Nuts & Seed;Noix et graines;Mixed nuts;Noix mélangées;2.461926433
895;Babassu palm;Palmier babassu;palm-babassu;palme-babassu;Plant;Plante;Babassu palm;Palmier babassu;0.608467479
897;Shea tree;Karité;shea;karité;Plant;Plante;Shea tree;Karité;2.656927597
898;Oil-seed Camellia;Camélia oléagineux;camellia;camélia;Plant;Plante;Oil-seed Camellia;Camélia oléagineux;2.482971895
899;Ucuhuba;Ucuhuba;ucuhuba;ucuhuba;Plant;Plante;Ucuhuba;Ucuhuba;2.427128922
900;Phyllo dough;Pâte phyllo;#phyllo#;#phyllo#;Bakery;Boulangerie;Phyllo dough;Pâte phyllo;2.174906108
901;Cooking oil;Huile de cuisson;#cooking oil#;#huile de cuisson#;Additive;Condiment;Cooking oil;Huile de cuisson;0.947661141
902;Pie crust;Croûte à tarte;#pie-crust#;#pie-croute#;Bakery;Boulangerie;Pie crust;Croûte à tarte;1.70681016
904;Pie;Tarte;pie;tarte;Dish;Plat;Pie;Tarte;4.998546127
905;Shortening;Shortening;shortening;shortening;Additive;Condiment;Shortening;Shortening;1.425792624
906;Soy cream;Crème de soja;#soy cream#;#crème soja;Dish;Huile essentielle;Soy cream;Crème de soja;3.251710037
907;Ice cream cone;Cornet de crème glacée;ice cream cone;cornet de crème glacée;Dish;Plat;Ice cream cone;Cornet de crème glacée;4.933670685
908;Molasses;Mélasse;molasses, treacle;mélasse, mélasse;Additive;Condiment;Molasses;Mélasse;1.189367589
909;Nance;Nance;nance;nance;Fruit;Fruit;Nance;Nance;0.591221994
911;Natto;Natto;natto;natto;Dish;Épice;Natto;Natto;4.843680187
912;Ravioli;Ravioli;ravioli;ravioli;Dish;Plat;Ravioli;Ravioli;5.719472121
913;Scrapple;Scrapple;scrapple;scrapple;Dish;Plat;Scrapple;Scrapple;4.964223831
915;Succotash;Succotash;succotash;succotash;Dish;Plat;Succotash;Succotash;5.933714629
916;Tamale;Tamale;tamale;tamale;Dish;Plat;Tamale;Tamale;4.544383476
917;Rice cake;Gâteau de riz;#rice-cake#;#rice-cake#;Dish;Plat;Rice cake;Gâteau de riz;3.017888558
918;Tree fern;Fougère arboricole;fern-tree;arbre de fougère;Plant;Plante;Tree fern;Fougère arboricole;0.724368106
919;Evaporated milk;Lait évaporé;milk-evaporated;lait-évaporé;Dairy;Produits laitiers;Evaporated milk;Lait évaporé;4.097656987
920;Flour;Farine;#flour#;#flour#;Cereal;Céréales;Flour;Farine;2.403654841
921;Akutaq;Akutaq;akutaq;akutaq;Dish;Plat;Akutaq;Akutaq;4.586584781
923;Pita bread;Pain pita;#bread-pita#;#pain-pita#;Bakery;Boulangerie;Pita bread;Pain pita;2.483700414
924;Focaccia;Focaccia;focaccia;focaccia;Bakery;Boulangerie;Focaccia;Focaccia;2.320860337
925;Bagel;Bagel;bagel;bagel;Bakery;Boulangerie;Bagel;Bagel;3.830819588
927;Piki bread;Pain piki;bread-piki;pain-piki;Bakery;Boulangerie;Piki bread;Pain piki;2.705329598
928;French toast;Pain français;french toast;pain perdu;Bakery;Boulangerie;French toast;Pain français;3.966893458
929;Oat bread;Pain d'avoine;#bread-oat#;#pain-avoine;Bakery;Boulangerie;Oat bread;Pain d'avoine;2.131164333
930;Potato bread;Pain de pommes de terre;potato-bread;pain-pomme de terre;Bakery;Boulangerie;Potato bread;Pain de pommes de terre;1.3449272
931;Cornbread;Pain de maïs;#corn-bread#;#maïs-pain#;Maize;Maïs;Cornbread;Pain de maïs;1.92139123
932;Corn grits;Gruaux de maïs;corn-grit;maïs-grain;Maize;Maïs;Corn grits;Gruaux de maïs;1.682247931
933;Multigrain bread;Pain multigrains;#bread-multigrain#;#pain-multigrain#;Bakery;Boulangerie;Multigrain bread;Pain multigrains;2.197733289
934;Rice bread;Pain de riz;bread-rice;pain-riz;Bakery;Boulangerie;Rice bread;Pain de riz;3.455451268
935;Pan dulce;Pan dulce;pan dulce;pan dulce;Bakery;Boulangerie;Pan dulce;Pan dulce;2.570724402
936;Raisin bread;Pain aux raisins;#bread-raisin#;#pain-raisin#;Bakery;Boulangerie;Raisin bread;Pain aux raisins;3.235479094
937;Wonton wrapper;Papier Wonton;wonton wrapper;emballage wonton;Bakery;Boulangerie;Wonton wrapper;Papier Wonton;3.357870934
938;Trail mix;Mélange de fruits et légumes;trail mix;mélange de sentiers;Dish;Plat;Trail mix;Mélange de fruits et légumes;3.936979634
939;Greenthread tea;Thé au fil vert;tea-greenthread;thé-fil de fer;Beverage;Boisson;Greenthread tea;Thé au fil vert;1.13700585
941;Vegetable juice;Jus de légumes;vegetable juice;jus de légumes;Beverage;Boisson;Vegetable juice;Jus de légumes;1.223003436
942;Horchata;Horchata;horchata;horchata;Beverage;Boisson;Horchata;Horchata;1.439801096
943;Soft drink;Boisson gazeuse;soft drink;Boisson gazeuse;Beverage;Boisson;Soft drink;Boisson gazeuse;0.83578911
944;Milkshake;Milkshake;milkshake;milkshake;Beverage;Boisson;Milkshake;Milkshake;0.783424117
945;Chocolate mousse;Mousse au chocolat;chocolate-mousse;mousse au chocolat;Bakery;Boulangerie;Chocolate mousse;Mousse au chocolat;1.685162125
947;Pupusa;Pupusa;pupusa;pupusa;Dish;Boulangerie;Pupusa;Pupusa;4.594787092
948;Empanada;Empanada;empanada;empanada;Dish;Plat;Empanada;Empanada;5.738185982
949;Arepa;Arepa;arepa;arepa;Dish;Plat;Arepa;Arepa;5.073492454
950;Ascidians;Ascidies;ascidians;ascidies;Seafood;Fruits de mer;Ascidians;Ascidies;8.562573092
951;Gefilte fish;Poisson Gefilte;gefilte;gefilte;Dish;Plat;Gefilte fish;Poisson Gefilte;5.584862619
952;Yellow pond lily;Nénuphar jaune;yellow-pond lily;jaune-nénuphar;Plant;Plante;Yellow pond lily;Nénuphar jaune;2.100038442
953;Fish burger;Burger de poisson;fish burger;burger de poisson;Dish;Plat;Fish burger;Burger de poisson;4.510271743
955;Pot pie;Pâté en croûte;pot-pie;pot-tarte;Dish;Plat;Pot pie;Pâté en croûte;5.191103319
956;Stuffing;Farce;stuffing;farce;Additive;Condiment;Stuffing;Farce;1.156500353
958;Fudge;Caramel;fudge;fudge;Bakery;Boulangerie;Fudge;Caramel;1.426187009
959;Candy bar;Barre chocolatée;candy bar;barre chocolatée;Bakery;Boulangerie;Candy bar;Barre chocolatée;1.539018744
960;Condensed milk;Lait condensé;milk-condensed;lait condensé;Dairy;Produits laitiers;Condensed milk;Lait condensé;4.49285613
961;Margarine;Margarine;margarine;margarine;Additive;Condiment;Margarine;Margarine;1.128422558
963;Hummus;Houmous;hummus;houmous;Dish;Condiment;Hummus;Houmous;2.590197657
964;Potato puffs;Feuilletés de pommes de terre;potato-puff;potato-puff;Dish;Plat;Potato puffs;Feuilletés de pommes de terre;3.728906675
965;Potato gratin;Gratin de pommes de terre;potato-gratin;gratin de pommes de terre;Dish;Plat;Potato gratin;Gratin de pommes de terre;3.62315232
967;Chinese bayberry;Laurier chinois;bayberry-chinese;bayberry-chinois;Fruit;Fruit;Chinese bayberry;Laurier chinois;1.366174263
968;Green zucchini;Courgettes vertes;zucchini-green;courgette-verte;Vegetable;Légume;Green zucchini;Courgettes vertes;0.864129724
969;Zucchini;Courgettes;zucchini;courgette;Vegetable;Légume;Zucchini;Courgettes;1.171358959
970;Saskatoon berry;Amélanche;berry-saskatoon;baies-askatoon;Fruit;Fruit;Saskatoon berry;Amélanche;1.929220724
971;Nanking cherry;Cerise de Nankin;cherry-nanking;cerise-nankin;Fruit;Fruit;Nanking cherry;Cerise de Nankin;0.635046326
972;Japanese pumpkin;Courge japonaise;pumpkin-japanese;citrouille-japonaise;Fruit;Fruit;Japanese pumpkin;Courge japonaise;0.687458077
977;Guinea hen;Poule de Guinée;guinea-hen;pintade-poule;Meat;Viande;Guinea hen;Poule de Guinée;4.661607114
978;Cucurbita;Cucurbita;cucurbita;cucurbita;Vegetable;Légume;Cucurbita;Cucurbita;1.098644285
979;Anise Oil;Huile d'anis;#anise-oil#;#huile d'anis;Fruit;Fruit;Anise Oil;Huile d'anis;1.792159228
980;Apple Juice;Jus de pomme;apple-juice;jus de pomme;Fruit;Fruit;Apple Juice;Jus de pomme;1.117532999
981;Coconut Milk;Lait de coco;coconut-milk;lait de coco;Beverage;Boisson;Coconut Milk;Lait de coco;1.146345236
982;Coconut Oil;Huile de noix de coco;coconut-oil;huile de noix de coco;Fruit;Fruit;Coconut Oil;Huile de noix de coco;1.853695212
983;Hops Beer;Bière au houblon;beer-hops;bière-houblon;Beverage Alcoholic;Boisson alcoolisée;Hops Beer;Bière au houblon;14.45680021
984;Lemon Juice;Jus de citron;lemon juice;jus de citron;Beverage;Boisson;Lemon Juice;Jus de citron;0.568708803
985;Brown Rice;Riz brun;rice-brown;riz brun;Cereal;Céréales;Brown Rice;Riz brun;3.614126069
986;Tomato Juice;Jus de tomate;#tomato-juice#;#tomato-juice#;Beverage;Boisson;Tomato Juice;Jus de tomate;1.309241698
987;Tomato Paste;Pâte de tomate;#tomato-paste#;#pâte de tomate#;Vegetable;Légume;Tomato Paste;Pâte de tomate;1.627997746
988;Tomato Puree;Purée de tomate;#tomato-puree#;#Purée de tomate;Vegetable;Légume;Tomato Puree;Purée de tomate;1.668042344
989;Coriander Seed;Graines de coriandre;coriander-seed;graines de coriandre;Vegetable;Légume;Coriander Seed;Graines de coriandre;1.383832652
990;Lard;Lard;pork-fat, lard;graisse de porc, saindoux;Meat;Viande;Lard;Lard;4.897654247
991;Cured Ham;Jambon cru;#ham-cured#;#ham-cured#;Meat;Viande;Cured Ham;Jambon cru;7.112387374
992;Cayenne;Cayenne;cayenne, chile powder, red chile, habanero, harissa, green chile, green chili, green chilli, green chily, red chily, red chili, red chilli;cayenne, poudre de chile, chile rouge, habanero, harissa, chile vert, chile vert, chile vert, chile vert, chile vert, chile rouge, chile rouge, chile rouge;Spice;Épice;Cayenne;Cayenne;1.452745708
993;Yeast;Levure;yeast;levure;Fungus;Champignon;Yeast;Levure;2.17273315
994;Tequila;Tequila;tequila;tequila;Beverage Alcoholic;Boisson Alcoolisée;Tequila;Tequila;14.14497817
995;Sauerkraut;Choucroute;sauerkraut;choucroute;Vegetable;Légume;Sauerkraut;Choucroute;0.709805903
996;Baking Powder;Poudre à lever;baking powder, baking soda;poudre à pâte, bicarbonate de soude;Additive;Condiment;Baking Powder;Poudre à lever;0.719954821
997;Monosodium Glutamate;Glutamate monosodique;monosodium glutamate;glutamate monosodique;Additive;Condiment;Monosodium Glutamate;Glutamate monosodique;1.031497094
998;Citric Acid;Acide citrique;citric acid;acide citrique;Additive;Condiment;Citric Acid;Acide citrique;0.927176293
999;Cooking Spray;Spray de cuisson;cooking spray;spray de cuisson;Additive;Condiment;Cooking Spray;Spray de cuisson;1.472658659
1000;Gelatin;Gélatine;gelatin;gélatine;Additive;Condiment;Gelatin;Gélatine;1.33308386
1001;Food Coloring;Colorant alimentaire;food coloring;colorant alimentaire;Additive;Condiment;Food Coloring;Colorant alimentaire;1.003481188
1002;Liquid Smoke;Fumée liquide;liquid smoke;fumée liquide;Additive;Condiment;Liquid Smoke;Fumée liquide;0.500573913
2000;Garam Masala;Garam Masala;garam masala;garam masala;Spice;Épice;black pepper, mace, cinnamon, clove, cardamom, nutmeg;poivre noir, macis, cannelle, clou de girofle, cardamome, noix de muscade;1.396563303
